Date,BTC_returns,BTC_binary,BTC_forecast
2024-09-14,-0.008346887500413236,0,0
2024-09-15,-0.014352167243428138,0,0
2024-09-16,-0.01552475816816612,0,1
2024-09-17,0.03607380287796791,1,0
2024-09-18,0.023974537250810224,1,0
2024-09-19,0.019235754409934414,1,0
2024-09-20,0.004020144249244684,1,0
2024-09-21,0.0023403092195461994,1,1
2024-09-22,0.003627526008319615,1,1
2024-09-23,-0.0037554994781276996,0,0
2024-09-24,0.014567574134444872,1,0
2024-09-25,-0.017283587524333677,0,0
2024-09-26,0.03201766657941674,1,1
2024-09-27,0.009144138635673427,1,0
2024-09-28,0.0013387572896133015,1,0
2024-09-29,-0.0038869993015275828,0,1
2024-09-30,-0.03466997428889751,0,0
2024-10-01,-0.03982166382772501,0,0
2024-10-02,-0.002573768480562233,0,1
2024-10-03,0.001705378860227258,1,1
2024-10-04,0.021946181495442696,1,1
2024-10-05,-0.00045098734014104025,0,0
2024-10-06,0.012277385671468632,1,0
2024-10-07,-0.009486005312646983,0,0
2024-10-08,-0.001020667266649511,0,1
2024-10-09,-0.02452474232426416,0,1
2024-10-10,-0.005106370767738344,0,0
2024-10-11,0.036693891346722296,1,0
2024-10-12,0.010652702270546932,1,0
2024-10-13,-0.005319096759781039,0,0
2024-10-14,0.051120868102157546,1,0
2024-10-15,0.014983205463229288,1,1
2024-10-16,0.008138307848598592,1,1
2024-10-17,-0.0029315286998625734,0,0
2024-10-18,0.014924257413553965,1,0
2024-10-19,-0.000730695037119311,0,1
2024-10-20,0.00956433355757702,1,1
2024-10-21,-0.023967004283086846,0,0
2024-10-22,0.0007198248673518926,1,0
2024-10-23,-0.011232313944175898,0,0
2024-10-24,0.022943767422919148,1,1
2024-10-25,-0.02199395644582236,0,1
2024-10-26,0.005913641316056761,1,0
2024-10-27,0.013845607186230069,1,0
2024-10-28,0.028527808037729363,1,0
2024-10-29,0.03965297837218107,1,1
2024-10-30,-0.00538492271134583,0,1
2024-10-31,-0.028374281253896405,0,1
2024-11-01,-0.011324188908526045,0,0
2024-11-02,-0.0017449922664622974,0,1
2024-11-03,-0.008630662976178316,0,0
2024-11-04,-0.01346371022794457,0,1
2024-11-05,0.022431831623900944,1,1
2024-11-06,0.0893729329739763,1,1
2024-11-07,0.0037831476979763856,1,1
2024-11-08,0.008593568843003663,1,0
2024-11-09,0.0021916152418686163,1,1
2024-11-10,0.04815691599591321,1,1
2024-11-11,0.10299836966550102,1,0
2024-11-12,-0.00785105223479976,0,1
2024-11-13,0.027551274837266382,1,0
2024-11-14,-0.03374388106471693,0,0
2024-11-15,0.04244437398018164,1,1
2024-11-16,-0.004890034907478302,0,0
2024-11-17,-0.008068824947354392,0,0
2024-11-18,0.006767384122082332,1,0
2024-11-19,0.020413737695668788,1,0
2024-11-20,0.02140345673566446,1,1
2024-11-21,0.04274798019993509,1,0
2024-11-22,0.0058472013826280644,1,1
2024-11-23,-0.012332645714516866,0,1
2024-11-24,0.002330648166728677,1,1
2024-11-25,-0.04994921350389636,0,1
2024-11-26,-0.011233737099909935,0,0
2024-11-27,0.04238507278190995,1,0
2024-11-28,-0.002285863665387078,0,0
2024-11-29,0.018987290156683212,1,0
2024-11-30,-0.010794274574184248,0,1
2024-12-01,0.008061468764155144,1,1
2024-12-02,-0.01383503122595442,0,0
2024-12-03,9.463628261174861e-05,1,1
2024-12-04,0.028561699051921963,1,0
2024-12-05,-0.016652141472148774,0,0
2024-12-06,0.028832759145512643,1,0
2024-12-07,0.0009138683812970338,1,0
2024-12-08,0.012797501081567075,1,1
2024-12-09,-0.0379105483466009,0,0
2024-12-10,-0.007026056763778543,0,1
2024-12-11,0.04691851376393741,1,0
2024-12-12,-0.011082422744128628,0,1
2024-12-13,0.014198990863292016,1,1
2024-12-14,-4.19031937628489e-05,0,0
2024-12-15,0.030013705383553635,1,0
2024-12-16,0.01526526030644626,1,0
2024-12-17,0.0007079101319968917,1,0
2024-12-18,-0.0558703575319216,0,1
2024-12-19,-0.027365671293993032,0,0
2024-12-20,0.0035252764517319513,1,1
2024-12-21,-0.005249707991702657,0,0
2024-12-22,-0.02164330280426996,0,0
2024-12-23,-0.003202142493870186,0,0
2024-12-24,0.03986141867321402,1,0
2024-12-25,0.0077639591022340415,1,1
2024-12-26,-0.03658870195595676,0,0
2024-12-27,-0.01558142885179914,0,0
2024-12-28,0.01061484937862045,1,1
2024-12-29,-0.01638824763903468,0,0
2024-12-30,-0.010093537106537043,0,1
2024-12-31,0.008448460832582105,1,1
